,label_bert,text,true_label
195,1.0,@Cmr945 @Baptou82 @M10_ballondor @ActuFoot_ Mdrr j’suis communiste et j’attend juste le jour où on fera une Khadafi… https://t.co/qkYbKhzTKX,1
196,1.0,🔴 « [...] C'est l'heure du coming out pour tout le monde. Ceux qui ne veulent pas se situer vont disparaître. Soit… https://t.co/4DVmonmBgj,1
197,1.0,La fête continue Bravo pour les innocents qui ont remit un bulletin de vote pour Macron https://t.co/Ffjx8qeIaS,1
198,1.0,"@RegardAnouar Ni l'un ni l'autre, juste une chance de reprendre l'AN à  Macron et ses alliés et l'opportunité de re… https://t.co/WyqnvjF59J",1
199,1.0,""" 72% des Français ont peur que la guerre d'Ukraine arrive en France ""

72 % des Français sont plus intelligents que Macron",1
200,1.0,"Le vrai visage de Baphomet.
https://t.co/bnnGKmdPlS https://t.co/gTYsn3DsbA",1
201,1.0,@F_Desouche On s'en branle complet qu'ils se débrouille ça vote Melencon et Macron et ces abrutis pensent que ça va s'arranger,1
202,1.0,"@OhmArsene @Astronotic_s @jonathantebo @Pastisdu28 @melenchon_2022 pour être plus exact, si NUPES a la majorité et… https://t.co/BmOgYt1za6",1
203,1.0,"Merci #Macron et ses sanctions qui ne punissent que le peuple 🇫🇷! «7, 8, voire 10 %» : le président des supermarché… https://t.co/fEtY3QBKfY",1
204,1.0,@kazmierczak61 @__phiphou__ Justement 40 annuités pour une retraite à taux plein dans le projet de l'Avenir en Comm… https://t.co/sPgwFXC2F1,1
205,1.0,"@Celteas @BenBrrd @DrCamaradeV Et puis si on réfléchi avec votre seul et unique neurone, vous tapez sur quelqu’un q… https://t.co/ea7AeUPzjS",1
206,1.0,@SLubkovski Bla-bla-bla mes ancêtres étaient résistants dans le sud quand les tiens collaboraient pour des chewing-… https://t.co/CZSFbZ89sj,0
207,1.0,(Femme Actuelle): #Emmanuel #Macron intimidé ? Sa toute première conversation avec ses homologues étrangers dévoilé… https://t.co/dlavqMBTy1,1
208,1.0,@Poulin2012 la France compte des très nombreuses 'girouettes' !! les éoliennes ont de beaux jours devant elles ! 6… https://t.co/VlERzpoYI7,1
209,1.0,"@BOROWSKIMIKE AVEC DES FORCES SPÉCIALES, UNE ARMÉE FRANÇAISE ET DES FORCES DE L'ORDRE DIGNES DE CE NOM..
Macron et… https://t.co/SpOJTbiaeW",1
210,1.0,@EleonoreBez @MLP_officiel Quelle manipulation grossière des chiffres !!! MLP ne tient en vie que grâce à Macron...… https://t.co/X6BlBzHXGM,1
211,1.0,Mais en plus il y a des gros malades qui Ont révoté pour Macron et sa bande !! https://t.co/nnEttpvwIA,0
212,1.0,"#McKinseyGate dont on entend plus parler,et maintenant ça! On se fouterait ps 1 peu de notre gueule? Puisk cè ces c… https://t.co/DeB5xn5gWb",1
213,1.0,"@Max_Pe2r @eric_patris Non, c'est Pasquale Paoli... Le seul père de la Nation Corse.

Macron en est plutôt le torti… https://t.co/c0FGgXtyc2",0
214,1.0,le conseil D’État avait donné 9mois à macron pour «prendre toutes les mesures utiles permettant d’infléchir la cour… https://t.co/6JyiUmlhBV,1
215,1.0,@LoudL Si elle este élu elle votera avec Macron ?,1
216,1.0,"@EmmanuelMacron On repart avec les commémorations...
Le président #Macron serait bien inspiré d'agir pour limiter l… https://t.co/ylL9npnC62",1
217,1.0,"Au fil de l’actualité…
Emmanuel Macron élu sans l’adhésion des français à son programme, et à ses réformes
#PCF… https://t.co/b6TLwXY2Wt",1
218,1.0,"#Cnews 
#migrants 
Quand on voit à Marseille que des nigérians chassent d' autres africains de leurs appartements..… https://t.co/9iOzRGu1Su",0
219,1.0,"Macron veut tordre le bras à l'Inde, mais n'y arrive pas...
Encore une tentative ridicule, sans recul sur les enjeu… https://t.co/Jbp6wg0ISe",0
220,1.0,@alainsobione3 Mais vous êtes fier de « l’éclatante victoire » qu’a remportée Marine! Fier de son refus d’accord po… https://t.co/DHIexqwreR,1
221,1.0,"@LibErteLim2 @IGUANODON77 Surtout que MM si ils en parles, ils diront''nous apprenons que finalement le vaccin comp… https://t.co/u9sdvAJrjS",1
222,1.0,"« La droite doit choisir : une alternative ""bout de ficelle"" du RN qui n'a plus de cohérence ou miser sur le statut… https://t.co/x8tA10W2nC",1
223,1.0,@slimane_rhany Ils s’en foutent de battre Macron ils préfèrent  juste garder leur pseudo pouvoir ou rôle  dans un p… https://t.co/zGuKPOSBFa,1
224,1.0,"@BriceOf_Lyon @nadiabrigitte Si M. #Fabius avait pu le faire concernant une ""certaine"" affaire, le #peuple #France… https://t.co/RvU8BplQAo",1
225,1.0,"@CBarrely En Espagne, ils ont l equivalent de Macron au pouvoir en ce moment mais moins de syndicats, de mouvements… https://t.co/oum7WQ9U4U",1
226,1.0,@Pascal_Beuvelet Ma réponse est que toutes les forces soient présentes et qu’on puisse réaliser une coalition de go… https://t.co/FKo9TiPk4i,0
227,1.0,"@PascalL75682606 @Miczou74 @__phiphou__ Minimum vieillesse à 1.065€ dans l'Avenir en Commun, à combien dans le projet de E. Macron ?",1
228,1.0,@Nico_BY @emilweth @Crawling_Flesh En tant que vraie macroniste je pense que tu es un faux compte pour discréditer… https://t.co/qd9fXuRaIp,0
229,1.0,@GontierJacques @libe Mes mots sont bien choisis pr décrire la situation. Hollande est arrivé avec une promesse de… https://t.co/HJdc37hDEc,1
230,1.0,"@R_DeCastelnau M. Macron, virez Ursula au plus vite !",1
231,1.0,@CathyRochon les américain.e.s pensent que Macron est une sorte d'Obama français,1
232,1.0,"@zoomabus Injectés tu veux dire ? 😉
Sans doute heu voyons ... AUCUN ! 
Sauf les sacrifiables de bas étages. 

C'est… https://t.co/KRE9CWYYtl",0
233,1.0,#Pauvre nullité que celle de Renaud MUSELIER qui comme le Maire de Nice a retourné sa veste vers MACRON donc qui a… https://t.co/Jec7lUCQL4,0
234,1.0,"@Valeurs Hollande, Valls, Le Foll... et j'en passe, ont-ils oublié que c'est par leur incompétence qu'ils ont été l… https://t.co/TwEhNuIikE",0
235,1.0,@EmmanuelMacron C'est la faute à Macron tout ça.,1
236,1.0,@Enthoven_R Jouissif de voir à quel point cette alliance rend fou les bourgeois soumis à Macron,0
237,1.0,@BFMTV C’est ignoble 🤮 je me souviens des premières paroles de Macron au tout début de ce corona. Il a dit à la tv:… https://t.co/o5FOCpKHp3,0
238,1.0,@pcanfin Nous sommes tristes que de nombreux écologistes  comme vous se soient vendus à la droite libérale de macron au parlement européen,0
239,1.0,"@BahiaCarla2 Macron l'invisible  , il devait être au Téléphone  avec  sa Coralie Dubost sans doute pour la conseiller sur ses sous-vêtements",0
240,1.0,@edwyplenel @Mediapart On se souvient qu'E. Macron avait avancé ces candidatures éclairées aux législatives en prét… https://t.co/LU1zafgJ8j,1
241,1.0,"Où sont passés les millions de Macron ?!
Posons et reposons cette question pour qu’elle ne disparaisse pas !… https://t.co/BFCk3CR1bh",0
242,1.0,"🔴 EN DIRECT
L'UE annonce une aide supplémentaire de 200 millions d'euros pour l'Ukraine https://t.co/cZkP5Cvv4u https://t.co/StzFnaTFnl",1
243,1.0,"@OlgaGivernet @partisocialiste Tout à fait d’accord avec vous. Mais la République en Marche, parti sans ancrage, di… https://t.co/tIgWsnzufe",1
244,1.0,"@GerardJeffray le Z et MLP sont des enfants de chœur à coté 
de Melenchon.C'est un autre niveau. 
Le vrai danger a… https://t.co/axxuJc7b0c",0
245,1.0,@p_duval Ha bon (Macron un mec qui détruit l’essentiel pour produire le superficiel),1
246,1.0,"Emmanuel Macron est-il de droite, de gauche, d'extrême droite, d'extrême gauche ? 

#legislative2022 #NUPES #legislatives2022 #LREM",0
247,1.0,@RebeccaRambar En matière de désinformation on est pas mal en France avec nos médias pro Macron qui ont contribué activement à sa réelection,1
248,1.0,@F_Desouche Encore une connasse qui a dû voter Macron. Eh bien maintenant tu ferme ta gueule …. Et le yeux aussi. T… https://t.co/S04DgWAA5a,1
249,1.0,@Bruno_Attal_ @Chouka1967 @alliancepolice @E_DupondM En tout cas @CFECGC n’a jamais appelé à voter macron ni en 201… https://t.co/YEHXsYWq5E,1
250,1.0,Emmanuel Macron : l’Elysée dément une rumeur tenace sur le prochain Premier ministre https://t.co/cI2wJxkJMy,1
251,1.0,"Emmanuel Macron se rendra à Berlin lundi, son premier déplacement après son investiture
https://t.co/ygOoOXhHHH https://t.co/5NT1GbBURq",1
252,1.0,"@2022Elections @libe « On y va ! Même si Macron le veut pas, nous on y va ! Pour l'honneur des travailleurs et pour… https://t.co/XJFp81Ktag",1
253,1.0,"Oui, maintenant il va falloir payer les ardoises, et assumer, les choix du non-programme de Macron!! Et on veut que… https://t.co/iNlAKS01rV",1
254,1.0,"@PatrickKanner Patou ? Allons on respire on garde son calme et on reprend :
Je suis de droite je soutien #macron
Vo… https://t.co/pyI2KJWORn",1
255,1.0,"Voilà une bonne nouvelle qui va faire verser quelques larmes dans le camp du #NUPES. 

Mais elles se sècheront vite… https://t.co/bbskDXDxH0",1
256,1.0,"Merci @gregtabibian pour cette émission ! 
MACRON 2.0 : EN MARCHE VERS LA GUERRE ET L'AUSTERITE ? (Alexis Poulin ..… https://t.co/RvaEOmdCSO",1
257,1.0,"@LeCorgne14 @NadaCaud Oui et non, on oublie trop souvent que la convention citoyenne était une première mondiale !… https://t.co/bEU4Wa47ZR",1
258,1.0,@CryptoBastardo1 @ApprentiMystiq1 @DIVIZIO1 @idrissaberkane Non la majorité LFI n'a pas voté Macron.,0
259,1.0,"Eh ouais il fallait pas voter pour macron. 
C'est trop tard...... https://t.co/r6AnzKbE17",0
260,1.0,"@TribunePop2022 @BenBrrd @DrCamaradeV Du coup Macron doit être très intéressant, si on réfléchit avec vos deux neurones. 😊",1
261,1.0,@VigieNana Cette femme est la parfaite gilet jaune qui fréquente les ronds points comme les manifestation du samedi… https://t.co/2ZsCcbyhoH,1
262,1.0,"@NNationaliste @vizeronne Et Macron, Buzyn, Attal  etc.  tous coupables !",0
263,1.0,"L'auberge préférée de Macron. Voilà à quoi l'abruti passe son temps !
https://t.co/kCHkvHfTWM
#MacronDemission https://t.co/XXKjcoyomN",1
264,1.0,"@XavierGorce @LePoint Ces fameux Macronistes de ""gauche"" plus enclin à taper sur une union de la gauche plutôt que… https://t.co/KcOqKEyHJN",0
265,1.0,@mlebranchu Une honte surtout. Votre détestation de Macron vous pousse dans les bras de bien vilaines sirènes. Vous… https://t.co/vJ4c90FZOa,0
266,1.0,on va vivre potentiellement dans un pays dirigé par emmanuel macron et aux legi une alliance PS et LFI les heures sombres sont a venir,0
267,1.0,"Ce sont les mêmes qui disent que Macron est arrogant.
Vivement dans quelques semaines, qu'on les entende un peu moi… https://t.co/Iqo0nx0D9c",0
268,1.0,"@fhollande @franceinfo Pas ""crédible"",tout comme ""toi, Président"",t'étais pas crédible non plus,en tant que ""social… https://t.co/OmXB1sarBc",1
269,1.0,@realmarcel1 MACRON LE FILS SPIRITUEL D’HOLLANDE ‼️‼️,1
270,1.0,@FGauloise MACRON  n aime pas les Français !!,1
271,1.0,@lobs macron a été élu et on ne parle que de melenchon 😂 il doit être vert le petit,1
272,1.0,"Le macron ne le fera pas ,il a trop peur de faire connaître ses magouilles. C'est un traître https://t.co/ffJC5nuLIV",0
273,1.0,@VieuxGamin @BoulevArtCustom @sous_h Répondez-donc à ma question toute simple : un jeune qui commence à travailler… https://t.co/jnHlG5LwTZ,1
274,1.0,@cestrosi @StadeFrance @ogcnice Je vous confirme qu'il y aura plus de monde qu'au meeting raté que vous aviez organisé pour Macron 1er ! 🤣,1
275,1.0,"@quatremer Il aime macron, l’Europe élitiste et corrompue et pense qu’être nationaliste c est être raciste alors qu… https://t.co/49nJXfiQHD",1
276,1.0,"@sc_cath Daladier &amp; parti radical portent ces responsabilités
- politique étrangère: l'entente date de 1933 toujour… https://t.co/ep0LOpEu0c",0
277,1.0,@hess_pec1 @LeDialecticien @CNEWS La majorité ? Mais Macron a donné une interview à Al Jazeera pour leur expliquer… https://t.co/N7sgav4y3m,1
278,1.0,"@JeromePio @MartineAubry ""Macron va durcir sa politique libérale de régression sociale"" https://t.co/lABMr93msj",1
279,1.0,"@Le_Figaro Mdr, c'est juste pour se faire bien voir! Elle a elle-même appelé à voter Macron! Elle en veut juste à S… https://t.co/UeNEk4MIVn",1
280,1.0,@PhilippeMurer Il faut interdire ces dingues disciples de Klaus Schawb d'entrer dans les gouvernements : Van der Le… https://t.co/jBNPMJGtoF,0
281,1.0,@BLaudric @LyLyyyStyle @Mediavenir A bon la guerre est à nos portes mais c’est bien Macron le responsable,1
282,1.0,"La peur.
Législatives 2022 : Emmanuel Macron cible Jean-Luc Mélenchon, qu’il qualifie de « sauvage » « vis à vis de… https://t.co/SBxzFRUvfv",1
283,1.0,@CaronAymericoff @francoisedegois Mouais… vous allez Federer l’extrême gauche le temps d’une élection et envoyer le… https://t.co/CS9BORtDaG,0
284,1.0,"@F_Desouche MARRE MARRE MARRE mais la faute à qui?
pas la mienne en tout cas...
les LREM, ne venez SURTOUT pas vous… https://t.co/W45rl0sWy8",1
285,1.0,@RobertMenardFR On se fiche totalement de ce que vous pensez. Tirez encore plus la langue pour lécher les pompes à… https://t.co/P3oxcOd52A,1
286,1.0,"« La droite doit choisir : une alternative ""bout de ficelle"" du RN qui n'a plus de cohérence ou miser sur le statut… https://t.co/fBZpoSZmtq",1
287,1.0,Ton Petit Macron Fion Fion la Petite Marionnette !,1
288,1.0,@PF_Flores67 Macron vend tout aux Américains : Alstom/Alcatel/Technip/Lafarge ; partenariat de nos données numériqu… https://t.co/rx678ENjlr,1
289,1.0,"@CathyAubry1 @LoudL @ChJacob77 Macron a réussi à deux reprises à choisir son adversaire. Maintenant, c'est fini. Co… https://t.co/eFh66yreWC",0
290,1.0,@espritcrit @zebulonite @Anso2224 Brigitte a porter plainte pour se que l'on dit sur elle moi je la trouve très bie… https://t.co/8WaxS4wRjo,1
291,1.0,@F_Desouche C'est le côté vert de Macron : il recycle tout et n'importe qui !!,1
292,1.0,"@nonpastropnon @Reconquete_Actu Surement...Après avoir voté Macron et manifesté contre lui, les français veulent ma… https://t.co/2hPZhc5gyj",1
293,1.0,"@Val76L @KonPlotist @Mediavenir Disons qu'étant donné qu'ils sont en Ephad, ou hors de France, les électeurs de Mac… https://t.co/vfsFdkyuqv",1
294,1.0,Je pense à ce niveau qu’il ne doit pas faire de leçon vu sa Macron compatibilité comme quoi il illustre bien la tra… https://t.co/4pGa9kmmwP,1
295,1.0,"Tout est dit ici 👇factuellement…Macron le « découvre » en mai 2022…
Vite la règle verte …
Vite la #NUPES …
Ça urge…… https://t.co/yjPYC1V4tY",1
296,1.0,"Mais voter Macron ya l'extrême droite en face les étrangers auront des problèmes. NON juste les illégaux, pas des R… https://t.co/63Zrn2hxgh",0
297,1.0,Mauvaise nouvelle pour Macron : le député qui devait être remplacé par Manuel Valls refuse de quitter son poste… https://t.co/fXw2oKERir,0
298,1.0,@alexsllr dans la même logique alors il faut combien d'annuite dans la retraite a 65 ans de macron aujourd'hui c'es… https://t.co/xnmMZ9og7a,1
299,1.0,@libreetheureux @CypherPoulpe @Jesuisunpoison Ne généraliser pas le cas de votre petite personne à toute le France.… https://t.co/bspsrGMf4A,1
300,1.0,@Alex_V006 @Sirius_Sari @patrickboulbes2 @LePoint Heureusement que Macron n’a pas a gérer la Russie car vu comment… https://t.co/6fUAjskXGS,1
301,1.0,@CNEWS Rien à foutre de l'ukraine la guerre l'UE envoi des armes parce que 🇺🇲 leur a ordonné et comme des toutous i… https://t.co/aXjjRwB94u,0
302,1.0,"@MalinBjork_EU @Europe2022FR Macron, LRNEM et l'état de droit https://t.co/BL9FcA73Z5",1
303,1.0,"#pfizerdocuments
Le 21 avril, le Journal du Dimanche a révélé le choix d’Emmanuel Macron pour mener la très controv… https://t.co/0vjebpjEXq",1
304,1.0,"@quatremer Et amie de Macron si vous voulez être exhaustif.
https://t.co/SnANBVvM4P",1
305,1.0,"@Baanzaii861 @VictorSinclair3 le problème n'est pas la science en soit, mais l'humain, principalement les entrepris… https://t.co/gOV3P4LiqU",1
306,1.0,"URGENT: À FAIRE PASSER

MALGRÉ LA FUITE DES #pfizerdocuments MACRON VEUT NOUS IMPOSER LE VACCIN (voir document)… https://t.co/aFQqYBFKjR",1
307,1.0,"@Lord_Balhagg @f_philippot Oui, je vous le souhaite. Je ne soutiens pas Macron. Je ne suis pas le bon interlocuteur. Bien à vous",1
308,1.0,@BrunoTertrais Macron se fout des partis il considère en faire partie d’aucun puisqu’il se fout littéralement de la… https://t.co/4CdDIU55ZD,0
309,1.0,"Les raisons de la révolution copernicienne de la gauche avec cette #UnionPopulaire ?

✅ L’extrême centre de #Macron… https://t.co/3IAcxiKhul",0
310,1.0,@Oninux @Fabien_Roussel Ben présente toi ou vote Macron ! Marre a la fin ! Tjs critiquer critiquer alors que macro… https://t.co/FE5SqAnTXe,1
311,1.0,@BOROWSKIMIKE En tout cas ils peuvent aller se faire foutre pour que j'aille me battre pour ce pays de merde qui a… https://t.co/XkhbEJIO07,0
312,1.0,@DavidUlysse1 @55Bellechasse Plus macron et biden?,1
313,1.0,@JeunesNUPES Étonnant pour les 50% restants 🤔. Ils votent pour macron et sa retraite à 65 ans et ses salaires de mi… https://t.co/Lujaj2IfWb,1
314,1.0,Nathalie Kosciusko-Morizet écartée pour Matignon ? Emmanuel Macron la trouve “trop ingérable” https://t.co/L68brMsWc0,0
315,1.0,"@eniram63 @lavieestmeg La droite libérale, celle de Macron ? Nous sommes le pays leader en matière d'aides sociales… https://t.co/LViCNxxBhZ",1
316,1.0,@CNEWS #Jourdudepassement si on appliquait le programme de #MarineLePen on n en serait pas là la 🇨🇵 se suffirait à… https://t.co/YRGyo0ZiMx,1
317,1.0,@narendramodi @EmmanuelMacron Cher président Emmanuel Macron et merci pour votre engagement et votre énergie pour s… https://t.co/hhhcVGOqCI,1
318,1.0,#Jourdudepassement si on appliquait le programme de #MarineLePen on n en serait pas là la 🇨🇵 se suffirait à elle mê… https://t.co/OS9QR2txxP,1
319,1.0,"@1989nicolas Ah non mais sûrement ! Mais en débat type 2nd tour des présidentielles, Poutou Vs Macron c'est Georges… https://t.co/5IWZFaV5vC",0
320,1.0,@CorinneZ0ZZ @salomesaque Je crois que Macron a prévu de faire pleuvoir dans les déserts.,0
321,1.0,@BadreauErnandes @GeorgeP76500486 @Mehdi_Aifa_AJR @PoliceNationale 1 - Cela est vrai MAIS… la @FranceInsoumise🧎🏽et… https://t.co/D5yHP44czv,1
322,1.0,"« La droite doit choisir : une alternative ""bout de ficelle"" du RN qui n'a plus de cohérence ou miser sur le statut… https://t.co/un4uDCnAGP",1
323,1.0,"François Bazin: «Après l'accord à gauche, les législatives ne seront pas, pour Macron, un rendez-vous de simple con… https://t.co/C3goTm0BVB",0
324,1.0,"#inflation… #BrunoLeMaire declare que ""le plus dur est devant nous"" sur le plan économique...pas étonnant avec de t… https://t.co/Y3Lgpbygp3",1
325,1.0,🇫🇷 @EmmanuelMacron ne devrait pas nommer le futur Premier ministre ni le gouvernement avant la fin de la semaine pr… https://t.co/llr7NisygV,1
326,1.0,Macron CONTINUE DE FOUTRE LA MERDE DANS LES EHPADS! Ils apprendront https://t.co/Pjn4eDmidB,0
327,1.0,"@PierreLepel @DinahCohen Qu ils partent socialistes, authentiques mdr je dirai socialistes obsequieux plutôt ils on… https://t.co/HZOs2hu12G",1
328,1.0,"Sarkozy aurait fourni à Macron 1 liste d'élus LR prêts à basculer aux législatives. Les sarkozystes veulent ""écrire… https://t.co/jMMujodQnf",1
329,1.0,"Les requins sont entrés en Mer Noire

La 6ème flotte américaine est arrivée en Méditerranée et les sous-marins pull… https://t.co/rr0HvH33VA",1
330,1.0,@2022Elections @Cluster_17 Il faudra faire une liste de tous les vieux de France survivants du Covid et leur envoye… https://t.co/drqgvCUSax,1
331,1.0,"Aaaah, la belle démocratie française...
Quand une députée de la majorité présidentielle balance. Merci à elle.… https://t.co/zaUgt0SmvQ",1
332,1.0,L'armée est sous la Direction de Macron ... https://t.co/f7gUMJxTXl,0
333,1.0,"@petittoctoc Oui dans le fond c'est compréhensible, mais au final les deux ont appelé à voter Macron donc leurs que… https://t.co/x1rgBPCnLC",0
334,1.0,"#legislatives2022 
Faites barrière aux partis qui raccolent les #chasseurs .
Stop à #Macron !!!!
#PartiAnimaliste https://t.co/aX9BvuNi2x",0
335,1.0,@MacronSiTuSavai Mdr le rouble n’a jamais été aussi haut le dollars et l’euro s’effondre ils se tirent une balle da… https://t.co/Rbg1hW940K,1
336,1.0,"@fhollande @franceinfo Bien sûr les seuls qui ont bossés ce sont les gars de LFI 
Vous êtes sidérés par le chant de… https://t.co/ZGlgrGolmi",1
337,1.0,@WilsonCcg76 @Yacineseptsixx Mdr au contraire c’est toi qui m’attaque sur le prix de mon setup (d’ailleurs 2k c’est… https://t.co/BKrRWkdia4,0
338,1.0,C’est trop de pas me laisser passer de bon matin pour aller à la fac. J’pensais qu’il y avait une attaque mais non… https://t.co/dGqOnYxyIu,1
339,1.0,"Aux idées néolibérales ! Oui c'est vrai !
Mais manifestement la jeune garde veut revenir aux racines de la gauche e… https://t.co/HGtWNy9F4G",1
340,1.0,Sondage: un début de second mandat plus compliqué que prévu pour Macron https://t.co/jKKDHxzohr,0
341,1.0,"Macron quand il dit ""on ne vous oubliera jamais"", il le fait bien pour les illustres disparus😅😅😅 https://t.co/5d0kQ7rhTV",1
342,1.0,"@DBouffee Le pire, c'est qu'on se fait commander par d'autres pays, macron n'est pas capable de commander la France… https://t.co/SH12UXkIDH",0
343,1.0,@Geopolia @Mediavenir Vous vous trompez. Emmanuel Macron accroît constamment l'aide militaire de la France à l'Ukra… https://t.co/tOQPupEa7U,0
344,1.0,Réunion urgente des Chefs d’Etat majors de la CEDEAO. Sans doute pour recevoir les ordres de leur Patron Macron contre le Mali,0
345,1.0,@Mika92i1 @Le_Figaro Elle demande chacun est libre de donner ou pas alors que Macron ne s’occupe pas de savoir si on peut payer,1
346,1.0,@cohaerentiaT @ClarkParkerMan @PerrineST C'est lorsque le PS a mené une politique de droite que vous avez perdu tou… https://t.co/1ZI3kIxs3a,0
347,1.0,"#Zelensky lance un appel international au don.
Je ne doute pas un instant qu'il sera le 1er, lui et ses amis d'enfa… https://t.co/z2pYI4dnWH",1
348,1.0,@L_insoumission Je crois qu'il s'agit plutôt de Marine Le Pen : c'est elle qui était opposée à Macron au 2e tour de… https://t.co/0vyDqPo8Yb,0
349,1.0,"@CaroleDelga Quelle hypocrisie de dire ça et de derrière tout faire pour saboter l'alliance de gauche annoncée, all… https://t.co/2nXSe0pkv9",1
350,1.0,Je suis déçue que @MLP_officiel n'a pas su défendre la révolte populaire.  Elle laisse la place à Melenchon qui est… https://t.co/JlitS0YIQr,0
351,1.0,@OlivierBonnet @trecitais @alexiscorbiere @RachidTemal Au premier tour E. Macron a fini premier et JL Mélechon troisième… c’est un fait,1
352,1.0,@Clemence_Guette @RobinAlbert94 @insoumis_94 Ça sent la collaboration avec LREM une fois passé aux législatifs... o… https://t.co/Fjc4FIU7uT,0
353,1.0,"@EmmWargon @EmmanuelMacron Vs devriez même pas parler de ce qu'est la gauche ou ce qu'elle devrait être, vous n'y e… https://t.co/XzZ5QJhdOp",0
354,1.0,@ET_Id883_1 @verity_france Je suis déçue que @MLP_officiel n'a pas su défendre la révolte populaire.  Elle laisse l… https://t.co/gYmFKPvHlR,0
355,1.0,"@yann_197 Un ""grand"" parti de gouvernement... de droite.
Le bloc bourgeois a accepté de changer de cheval en 2012,… https://t.co/gMLnwdfr2Z",1
356,1.0,"@ChJacob77 Macron zigzague pour faire accepter l'européisme, ni de droite, ni de gauche, mais duquel il ne peut se… https://t.co/TmvhVX2LCS",1
357,1.0,"@ded01210 @AssoPollinis STOP aux massacres des ABEILLES &amp; BOURDONS par les labos meurtriers agrochimique 
Ces insec… https://t.co/OukPbylAIK",0
358,1.0,"@n_arthaud C'est tout à votre honneur de vouloir défendre vos positions. Mais face au bulldozer Macron, nous avons… https://t.co/TNG0cjB8dl",1
359,1.0,"@ActuReconquete @anclod15 Renaud Muselier a rejoint Macron , laissé tomber son ancien parti , trompé les électeurs… https://t.co/CcJossaDyb",0
360,1.0,Je parle  avec des gens ayant voté macron. c'est hallucinant ils ont tous gobé la désinformation même bien souvent… https://t.co/Ik90cHrpPG,1
361,1.0,"Il porte le même nom que celui qui avait appelé à voter Macron contre la candidate du PS , curieuse coïncidence en… https://t.co/rW4XBhB7oL",1
362,1.0,@SA61777658 @eric_patris Je sais que le père actuel est Macron,1
363,1.0,@Bzenattitude La Macron pandémie déjà 10 années et va falloir faire 5 ans de plus 😥,1
364,1.0,"@laprovence Et il rejoindra macron,
Le PS est mort, et bientôt la culture française aussi.
Le meilleur politique et… https://t.co/Q8f1I5taPi",1
365,1.0,"Affaire #Kohler : le scandale qui menace #Macron 
Ou "" la culture française de l'impunité pour les élites ""… https://t.co/D7ZCWPPwhi",1
366,1.0,Ce psychopathe milliardaire est bon pour l’asile c’est ce genre de taré comme SCHAWB qui veux réduire la population… https://t.co/O6RcR8CyjK,1
367,1.0,@renaudpila Les électeurs de gauche se souviendront de ceux et celles comme le @PS_Paris qui préfèrent 5a de plus d… https://t.co/u89RWG2FyG,0
368,1.0,"Je ne dirai qu'une chose: si Poutine nous envoie des pruneaux on pourra remercier macron,l'ue, l'OTAN et biden .
Je… https://t.co/9kgoAz9KHD",1
369,1.0,"@GrunfeldP @arnoklarsfeld E Macron a plutôt rassemblé les républicains, laïcs, européens, progressistes, universali… https://t.co/f3BlO3umFB",0
370,1.0,Union des droites : «Ceux qui refusent risquent de laisser les pleins pouvoirs à Emmanuel Macron et Jean-Luc Mélenc… https://t.co/uNuLvPSuuu,1
371,1.0,"Eric #Zemmour cultive un paradoxe. Il aime très vraiment les gens, y compris et surtout les plus fragiles, par son… https://t.co/nvVWzWylmV",1
372,1.0,"@KatePatriote1 Jy crois  en Zemmour, vu  que  macron,Melanchon et le RN  plus  personne  à  confiance",1
373,1.0,@dreslincourt En quoi Macron est responsable de la connerie des gens qui se ruent sur ces produits…. Franchement vo… https://t.co/VGuxqEJCWm,0
374,1.0,@CaptainHoljin 😂Ah oui mais je me rends compte qu'il y a pleins de gens comme ça. ça fait des analyses sur les annu… https://t.co/s4dyyaN703,1
375,1.0,"Si j'ai bien compris personne ne veut devenir le nouveau 1er ministre de Macron
Il devrait demander à Valls suis su… https://t.co/1DeA9PXaFn",1
376,1.0,"@Pr1nceSSConnaSS sur Valls, Macron, la droite et le reste.",1
377,1.0,"@GilbertCollard @Joel_Catalunya Gilbert Collard, électeur patriote, et devant l'ampleur des égos de certains chefs… https://t.co/p7PblrrpYV",1
378,1.0,"@AlainKelebek @NaudinChristoph Si Guillaume Lacroix était une femme, Macron l'aurait déjà contacté, j'en suis sûr.",1
379,1.0,@Songsa93 @mark25370025 Le chéquier des français utilisé par #Macron risque très bientôt de ne plus avoir de talons… https://t.co/tUgFp7MSKW,1
380,1.0,"« La droite doit choisir : une alternative ""bout de ficelle"" du RN qui n'a plus de cohérence ou miser sur le statut… https://t.co/BzdpHny5V2",1
381,1.0,@AngelHearthV @SparklingLux @Brevesdepresse C'est vrai que marine s'est super bien défendu en face de macron lors d… https://t.co/hN6RaCmjJB,1
382,1.0,@EnModeMacaron C est fou ça !? Macron a une forte attirance pour les crapules ? C est récurant !!!,1
383,1.0,"@Portes_Thomas Aucune clarification, même sans les libéraux vous avez pour nombre d'entre vous votés Macron, vous r… https://t.co/Qw4HozLgbg",0
384,1.0,La femme qui devait succéder à macron d’après attali c’était pecresse.Mais elle a été tellement nulle qu’ils ont ab… https://t.co/N4oBFGEMqq,0
385,1.0,"« La droite doit choisir : une alternative ""bout de ficelle"" du RN qui n'a plus de cohérence ou miser sur le statut… https://t.co/JkhkGOq8Lj",1
